,Dial,"Date, GMT",Price,Dial numerals,Location,Material bezel,Movement,Ref. No.,Waterproof,Brand,Glass,Clasp,Gender,Bracelet material,Case material,Case diameter,Bracelet color,url,Movement/Caliber,Clasp material,Condition,Year,Availability
With box,,,"$33,495 [Negotiable]",,"United States, California, Huntington Beach",,Automatic,26470OR.OO.A002CR.01,,Audemars Piguet,,,,Leather,Pink gold,42 mm,Black,http://www.chrono24.com/audemarspiguet/--royal-oak-offshore---rose-gold---26470or---j-series---mint--id5584967.htm,,,1 (mint),2010,Available now
With box,White,,"$22,500 [Negotiable]",No numerals,"United States, New York, New York",Pink gold,Manual winding,15400OR.OO.D088CR.01,,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Leather,Pink gold,41 x 9.80 mm,Brown,http://www.chrono24.com/audemarspiguet/royal-oak-self-winding--id5219559.htm,3120,Pink Gold,0 (unworn),,Available now
With papers,,,"$9,995 [Negotiable]",,"United States, Florida, Miami Beach",,Automatic,25720,,Audemars Piguet,,Buckle,Men's watch/Unisex,Crocodile skin,Yellow gold,,Black,http://www.chrono24.com/audemarspiguet/star-wheel--id4886609.htm,,Yellow gold,1 (mint),1992,Available now
With papers,,,"$20,750 [Negotiable]",,"United States, New York, New York",,Automatic,26470ST.OO.A101CR.01,,Audemars Piguet,,Double-fold clasp,Men's watch/Unisex,Crocodile skin,Steel,,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-black-theme-26470stooa101cr01--id3063265.htm,,Steel,0 (unworn),,Available now
With box,,,"$45,895",,"United States, New York, Brooklyn NY",,Automatic,15305OR.OO.D088CR.01,2 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Crocodile skin,,39 mm,Brown,http://www.chrono24.com/audemarspiguet/royal-oak--id5457239.htm,3129,,0 (unworn),,Available now
With papers,,,"$14,990",Arabic numerals,"United States, Georgia, Atlanta",,Automatic,26170ST.OO.D101CR.01,,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Crocodile skin,Steel,44 mm,,http://www.chrono24.com/audemarspiguet/gents-stainless-steel--royal-oak-offshore-volcano-chronograph--id4490172.htm,,Steel,1 (mint),,Available now
With papers,Black,,"$189,000 [Negotiable]",No numerals,"United States, New York, New York",,Automatic,26550AU.OO.A002CA.01,,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Carbon,44 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-tourbillon-chronograph--id5275878.htm,2987,,0 (unworn),,Available now
With papers,,,"$36,500",,"United States, Pennsylvania, Richboro",,Automatic,26405CE.OO.A002CA.01,,Audemars Piguet,,,Men's watch/Unisex,Rubber,Ceramic,,,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-ceramic-anthracite--id3894100.htm,,,0 (unworn),,Available now
With papers,Silver,,"$11,550",,"United States, New York, Airmont",,Manual winding,,2 ATM,Audemars Piguet,,Buckle,Ladies' watch,,Pink gold,,Brown,http://www.chrono24.com/audemarspiguet/ladies-jules-audemars-manual-wind-77230orooa082mr01--id4992101.htm,,,0 (unworn),,Available now
With box,Black,,"$24,595",,"United States, New York, Brooklyn NY",,Automatic,26282SK.ZZ.D101CR.01,10 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Ladies' watch,Crocodile skin,Steel,37 x 48 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore--id5544350.htm,2385,,0 (unworn),,Available now
With box,Grey,,"$3,790",,"United States, Georgia, Atlanta",Yellow gold,Quartz,,,Audemars Piguet,Sapphire Glass,,,Gold/Steel,Gold/Steel,31 mm,Gold/Steel,http://www.chrono24.com/audemarspiguet/midsize-stainless-steel--18k-yellow-gold--royal-oak-quartz--id4176801.htm,,,1 (mint),,Available now
,Black,,"$14,888",,"United States, Florida, 33431",,Automatic,15320OR.OO.D002CR.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Leather,Pink gold,45 x 40 mm,Brown,http://www.chrono24.com/audemarspiguet/millenary-18k-rose-gold-mens-watch-15320orood002cr01--id5544775.htm,,Pink Gold,1 (mint),,Available now
With papers,Grey,,"$19,995",Arabic numerals,"United States, New York, new york",Steel,Automatic,26470ST.OO.A104CR.01,,Audemars Piguet,Sapphire Glass,Buckle,Men's watch/Unisex,Leather,Steel,42 mm,Grey,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-grey-dial-new-model-26470stooa104cr01--id2885549.htm,,Steel,0 (unworn),,Available now
With box,Silver,,"$13,990",Arabic numerals,"United States, Georgia, Atlanta",,Automatic,25940,,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Steel,42 mm,Black,http://www.chrono24.com/audemarspiguet/gents-stainless-steel--royal-oak-offshore-rubberclad-chronograph-strapwatch--id2432576.htm,,Steel,1 (mint),,Available now
,Silver,,"$15,695",Arabic numerals,"United States, New York, new york",Steel,Automatic,26170ST.OO.1000ST.01,10 ATM,Audemars Piguet,Sapphire Glass,"Fold clasp, hidden",Men's watch/Unisex,Steel,Steel,42 mm,Steel,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-panda-steel-26170stoo1000st01--id2770225.htm,AP 3126/3840,Steel,1 (mint),,Available now
With papers,Blue,,"$15,990",Arabic numerals,"United States, Georgia, Atlanta",,Automatic,25721st.oo.1000st.09.a,,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,,Steel,44 mm,,http://www.chrono24.com/audemarspiguet/gents-stainless-steel--royal-oak-offshore-chronograph--id4490171.htm,,Steel,1 (mint),,Available now
With box,,,"$29,990",,"United States, Georgia, Atlanta",,Automatic,25730PT.S.0789PT.01,,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Platinum,Platinum,37 mm,,http://www.chrono24.com/audemarspiguet/gents-platinum--royal-oak-gmt-automatic--id3422541.htm,,Platinum,1 (mint),,Available now
With papers,,,"$36,200",,"United States, Florida, Sunny Isles Beach",,Automatic,26470OR.OO.A002CR.01,,Audemars Piguet,,,Men's watch/Unisex,Crocodile skin,Pink gold,42 mm,,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-42mm-strap--id4259733.htm,,,0 (unworn),,Available now
With papers,Black,,"$16,500 [Negotiable]",Arabic numerals,"United States, New York, New York",Steel,Automatic,26170ST.OO.D101CR.03,,Audemars Piguet,Sapphire Glass,"Fold clasp, hidden",Men's watch/Unisex,Leather,Steel,42 x 54 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore--id5219362.htm,,,0 (unworn),,Available now
With box,Champagne,,"$13,160",,"United States, New York, Brooklyn NY",Yellow gold,,14459BA.OO.0002XX.01,2 ATM,Audemars Piguet,Sapphire Glass,Buckle,Ladies' watch,Crocodile skin,Yellow gold,26 mm,Brown,http://www.chrono24.com/audemarspiguet/champagne-dial-18kt-yellow-gold-ladies-watch-14459baoo0002xx01--id3815158.htm,,,0 (unworn),,Available now
With box,Champagne,,"$2,990",,"United States, Georgia, Atlanta",,Manual winding,,,Audemars Piguet,,Buckle,Men's watch/Unisex,Crocodile skin,Yellow gold,,Black,http://www.chrono24.com/audemarspiguet/vintage-gents-18k-yellow-gold--classigue-strapwatch--id2835438.htm,,Yellow gold,,,Available now
,Blue,,"$4,960",No numerals,"United States, Florida, Surfside",White gold,Automatic,,,Audemars Piguet,,,Men's watch/Unisex,White Gold,White gold,32 mm,,http://www.chrono24.com/audemarspiguet/classic--id5711565.htm,,White Gold,1 (mint),,Available now
,Grey,,"$17,500",No numerals,"United States, Florida, Surfside",,Automatic,B 71074,,Audemars Piguet,,Buckle,Men's watch/Unisex,,,33.5 x 35.5 mm,,http://www.chrono24.com/audemarspiguet/perpetual-calendar-b-71074--id5571985.htm,,Yellow gold,1 (mint),,Available now
With box,Silver,,"$12,995",Roman numerals,"United States, New York, Brooklyn NY",White gold,Automatic,26250BC.OO.A002CR.01,2 ATM,Audemars Piguet,Sapphire Glass,Buckle,Men's watch/Unisex,Leather,White gold,36 mm,Black,http://www.chrono24.com/audemarspiguet/jules-audemars--id4933526.htm,2324/2825,,0 (unworn),,Available now
With papers,Champagne,,"$20,800",,"United States, New York, Airmont",,Automatic,,10 ATM,Audemars Piguet,,Buckle,Men's watch/Unisex,Crocodile skin,Steel,,Brown,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-42mm-26470stooa801cr01--id4993457.htm,,,0 (unworn),,Available now
With papers,,,,,"United States, Florida, Miami",,Automatic,26574ST.OO.1220ST.01,,Audemars Piguet,,,Men's watch/Unisex,Steel,Steel,,,http://www.chrono24.com/audemarspiguet/royal-oak-prepetual-calendar--id5723784.htm,,,0 (unworn),2017,Available now
With box,Brown,,"$43,448",Roman numerals,"United States, New York, Brooklyn NY",,Automatic,77302BA.ZZ.D094CR.01,2 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Ladies' watch,Crocodile skin,Yellow gold,39 mm,Brown,http://www.chrono24.com/audemarspiguet/millenary--id4479583.htm,2325,,0 (unworn),,Available now
With papers,Silver,,"$19,500",,"United States, New York, Airmont",,Automatic,,2 ATM,Audemars Piguet,,Buckle,Men's watch/Unisex,Crocodile skin,Pink gold,,Black,http://www.chrono24.com/audemarspiguet/jules-audemars-ultra-thin-automatic-15180orooa102cr01--id5001148.htm,,,0 (unworn),,Available now
With box,,,"$12,945",Arabic numerals,"United States, Florida, miami",Steel,Automatic,RO-SS-RB,10 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Steel,44 x 54 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-rubberclad-ss--black--rubber-25940skood002ca01--id4296551.htm,2326/2840,,1 (mint),,Available now
New,,,"$31,000",,"United States, Pennsylvania, Richboro",,Automatic,25986CK.Z.Z.D020CA.02,,Audemars Piguet,,Buckle,Ladies' watch,Rubber,White gold,,Blue,http://www.chrono24.com/audemarspiguet/royal-oak-offshore--id2643977.htm,,White Gold,0 (unworn),,Available now
With box,White,,"$2,990",,"United States, Georgia, Atlanta",,Manual winding,,,Audemars Piguet,,Buckle,Men's watch/Unisex,Crocodile skin,Yellow gold,25 mm,Brown,http://www.chrono24.com/audemarspiguet/gents-18k-yellow-gold--square-classique-strapwatch--id1697390.htm,,,1 (mint),,Available now
With box,Silver,,"$17,384",Arabic numerals,"United States, New York, Brooklyn NY",Steel,Automatic,26283ST.DD.D010CA.01,5 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Steel,37 x 48 mm,White,http://www.chrono24.com/audemarspiguet/royal-oak-offshore--id4092841.htm,2385,,0 (unworn),,Available now
With papers,,,"$24,900 [Negotiable]",,"United States, New York, New York",,Automatic,26186SN.OO.D101CR.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Crocodile skin,Steel,42 x 14 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-las-vegas-strip-26186snood101cr01--id5268374.htm,3126,Steel,1 (mint),,Available now
With papers,Black,,"$12,200",,"United States, New York, Airmont",,Automatic,,2 ATM,Audemars Piguet,,Buckle,Men's watch/Unisex,Crocodile skin,White gold,,Black,http://www.chrono24.com/audemarspiguet/edward-piguet-automatic-15121bcooa002cr02--id4997927.htm,,,0 (unworn),,Available now
With papers,,,"$37,500",,"United States, Pennsylvania, Richboro",,Automatic,15400OR.OO.1220OR.02,,Audemars Piguet,,,Men's watch/Unisex,Pink Gold,Pink gold,,,http://www.chrono24.com/audemarspiguet/royal-oak-rose-gold-white-dial--id3355546.htm,,,0 (unworn),,Available now
With box,Blue,"Date, GMT","$11,950",No numerals,"United States, Florida, Surfside",Steel,Automatic,D-44363,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Steel,Steel,36 x 46 mm,Steel,http://www.chrono24.com/audemarspiguet/royal-oak-d-44363--id5065359.htm,,Steel,1 (mint),,Available now
With papers,Black,,"$18,500",,"United States, Florida, Aventura",,Automatic,26014SN.OO.D002CR.01,,Audemars Piguet,Sapphire Glass,Fold clasp,,Rubber,Steel,40 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-chronograph-la-boutique-26014snood002cr01--id4266750.htm,2385,Steel,1 (mint),,Available now
,Black,,"$12,000",Arabic numerals,"United States, Florida, Miami",,Automatic,,,Audemars Piguet,Sapphire Glass,Jewelry clasp,,Rubber,Steel,42 mm,Black,http://www.chrono24.com/audemarspiguet/25940sk00d002ca02a--id4420092.htm,,Steel,3 (fair),,Available now
With papers,Mother of pearl,,"$16,900",,"United States, Washington, Seattle",White gold,Quartz,67492BC.FF.A011SU.01,,Audemars Piguet,Sapphire Glass,Buckle,Ladies' watch,Crocodile skin,White gold,22 x 28 mm,White,http://www.chrono24.com/audemarspiguet/facet-18k-wg-ladies-high-jewelry-baguette-pink-sapphire--id3954062.htm,,White Gold,0 (unworn),,Available now
New,White,,"$42,495",,"United States, Florida, Miami",Titanium,Automatic,,100 ATM,Audemars Piguet,Sapphire Glass,Buckle,Men's watch/Unisex,Calfskin,Titanium,44 mm,Black,http://www.chrono24.com/audemarspiguet/26078ioood001vs01-royal-oak-offshore-rubens-barrichello--id4556830.htm,,Titanium,0 (unworn),,Available now
With papers,,,"$63,900",No numerals,"United States, New York, New York",White gold,Automatic,26068BC.ZZ.D002CR.01,5 ATM,Audemars Piguet,Sapphire Glass,Buckle,Men's watch/Unisex,Leather,White gold,39 mm,Black,http://www.chrono24.com/audemarspiguet/ap-royal-oak-chronograph-39mm-white-gold-with-diamonds--id4747552.htm,,White Gold,0 (unworn),2016,On request
With papers,White,,"$17,100",Arabic numerals,"United States, New York, New York",Steel,Automatic,26170ST.OO.D101CR.02,10 ATM,Audemars Piguet,Sapphire Glass,Double-fold clasp,Men's watch/Unisex,Leather,Steel,42 mm,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-offshore-panda-dial-leather-strap--id2783814.htm,,Steel,1 (mint),,On request
With papers,Black,,price on request,,"United States, Georgia, Atlanta",Pink gold,Automatic,15400OR.OO.D002CR.01,,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,,Pink gold,41 mm,Black,http://www.chrono24.com/audemarspiguet/gents-18k-rose-gold--royal-oak-strapwatch--id3161829.htm,,Pink Gold,,,Available now
With papers,Silver,,price on request,No numerals,"United States, New York, New York",Ceramic,Automatic,26400SO.OO.A002CA.01,,Audemars Piguet,Sapphire Glass,Buckle,Men's watch/Unisex,Rubber,Steel,44 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-stainless-steel-44mm-26400soooa002ca01--id3042780.htm,,Steel,1 (mint),,Available now
With box,White,,price on request,,"United States, Florida, Miami",,,PT25723,,Audemars Piguet,,Fold clasp,,,Platinum,38 mm,,http://www.chrono24.com/audemarspiguet/minute-repeater-jump-hour-in-platinum--id5185860.htm,,Steel,,1997,Available now
With papers,Grey,,price on request,No numerals,"United States, New York, New York",Pink gold,Automatic,25977OR.OO.D005CR.01,,Audemars Piguet,Sapphire Glass,Double-fold clasp,Men's watch/Unisex,Leather,Pink gold,44 mm,,http://www.chrono24.com/audemarspiguet/royal-oak-tourbillon-chronograph-25977orood005cr01--id5145878.htm,,Pink Gold,1 (mint),,Available now
,,,"$4,695",,"United States, Florida, 33431",,Manual winding,,,Audemars Piguet,,,Ladies' watch,Yellow Gold,Yellow gold,25 mm,Gold,http://www.chrono24.com/audemarspiguet/ladies-vintage-18k-yellow-gold-mechanical-windup-dress-watch--id5724308.htm,,,1 (mint),,Available now
With box,Champagne,,"$5,490",Arabic numerals,"United States, Georgia, Atlanta",Pink gold,Manual winding,,,Audemars Piguet,Mineral Glass,Buckle,Men's watch/Unisex,Leather,Pink gold,25 x 35 mm,Bordeaux,http://www.chrono24.com/audemarspiguet/18k-rose-gold-limited-edition-50-pieces-watch--id4599398.htm,,Pink Gold,1 (mint),,Available now
With box,Gold,,"$3,990",,"United States, Georgia, Atlanta",Yellow gold,Manual winding,,,Audemars Piguet,,,Ladies' watch,Yellow Gold,Yellow gold,24 mm,Gold,http://www.chrono24.com/audemarspiguet/ladys-18k-yellow-gold--classique-dresswatch--id1697319.htm,,,1 (mint),,Available now
With box,Silver,,"$5,990",Arabic numerals,"United States, Georgia, Atlanta",,Automatic,,,Audemars Piguet,Sapphire Glass,Buckle,Men's watch/Unisex,Crocodile skin,Yellow gold,39 mm,Black,http://www.chrono24.com/audemarspiguet/gents-18k-yellow-gold--millenary-triple-calendar--id4675839.htm,,Yellow gold,1 (mint),,Available now
,Black,,price on request,No numerals,"United States, Florida, Surfside",Pink gold,Manual winding,25977OR.OO.D002CR.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Leather,Pink gold,44 x 57 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-tourbillon-25977orood002cr01--id5711549.htm,,Pink Gold,1 (mint),,Available now
,Champagne,,"$5,990",,"United States, Georgia, Atlanta",,Manual winding,,,Audemars Piguet,,,,,Platinum,,,http://www.chrono24.com/audemarspiguet/pocket-watch-vintage-platinum--ultra-thin-pocket-watch--id5351423.htm,,,,1940,Available now
,White,,"$6,850",No numerals,"United States, Florida, Surfside",Yellow gold,Manual winding,,,Audemars Piguet,,"Fold clasp, hidden",Men's watch/Unisex,Yellow Gold,Yellow gold,25 mm,Gold,http://www.chrono24.com/audemarspiguet/classic-21350--id4468401.htm,,Yellow gold,1 (mint),,Available now
,Silver,,"$42,500",No numerals,"United States, Florida, Surfside",Pink gold,Automatic,26390OR.OO.D088CR.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Crocodile skin,Pink gold,41 mm,Brown,http://www.chrono24.com/audemarspiguet/jules-audemars-26390orood088cr01--id4373938.htm,,Pink Gold,1 (mint),,Available now
With papers,Mother of pearl,,"$22,999",,"United States, New York, Airmont",,Automatic,,2 ATM,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Crocodile skin,White gold,,Black,http://www.chrono24.com/audemarspiguet/millenary-pianoforte-15325bcood102cr01--id5000079.htm,,,0 (unworn),,Available now
With box,Black,,"$23,995",,"United States, New York, Brooklyn NY",Ceramic,Automatic,26176FO.OO.D101CR.02,10 ATM,Audemars Piguet,Sapphire Glass,Buckle,Men's watch/Unisex,Leather,,42 x 54 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore--id5572075.htm,3126/3840,,0 (unworn),,Available now
With papers,,,"$29,900",,"United States, Florida, miami",,Automatic,26320or.oo.d002cr.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Crocodile skin,Pink gold,,Black,http://www.chrono24.com/audemarspiguet/royal-oak--id2985535.htm,,Red gold,0 (unworn),2014,Available now
With papers,Silver,,"$45,280",,"United States, New York, Airmont",,Automatic,,5 ATM,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Pink Gold,Pink gold,,,http://www.chrono24.com/audemarspiguet/royal-oak-chronograph-41mm-26320oroo1220or02--id5001863.htm,,,0 (unworn),,Available now
,Black,,"$8,890",Arabic numerals,"United States, Georgia, Atlanta",,Automatic,25925OR/0/0001,,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,,Pink gold,30 x 45 mm,,http://www.chrono24.com/audemarspiguet/gents-18k-rose-gold--edward-piguet-chronograph--id5408397.htm,,,1 (mint),,Available now
With papers,Black,,"$89,495",No numerals,"United States, New York, New York",Steel,Automatic,25977ST.OO.D002CR.01,,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Leather,Steel,44 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-tourbillon-chronograph-25977stood002cr01--id3972722.htm,,Steel,1 (mint),,Available now
,,,"$17,500 [Negotiable]",,"United States, Florida, Sunny Isles Beach",,Quartz,Large Size,,Audemars Piguet,,,Ladies' watch,Yellow Gold,Yellow gold,,,http://www.chrono24.com/audemarspiguet/promesse-18k-yellow-gold-large-size--id3807651.htm,,,1 (mint),,Available now
With papers,,,"$39,700",,"United States, Pennsylvania, Richboro",,Automatic,26470OR.OO.A002CR.01,,Audemars Piguet,,,Men's watch/Unisex,Leather,Pink gold,,,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-42mm-rose-gold--id3073393.htm,,,0 (unworn),,Available now
With papers,,,"$142,899",Arabic numerals,"United States, California, Newport Beach",,Automatic,26215BC.ZZ.A101CR.01,,Audemars Piguet,,,Men's watch/Unisex,Leather,White gold,48 mm,,http://www.chrono24.com/audemarspiguet/26215bczza101cr01-royal-oak-offshore-chronograph-48mm-diamond-pave-arabic-white-gold-diamond-set-leather-2016--id4176628.htm,26215BC,,0 (unworn),2010-Current,Ready to ship in 3-5 days
,White,,"$34,899",Arabic numerals,"United States, California, Newport Beach",Steel,Automatic,26470ST.OO.A101CR.01,10 ATM,Audemars Piguet,,,Men's watch/Unisex,Leather,Steel,42 mm,,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-golyat-goliath-26217stood071ca01-2017--id3746715.htm,,,0 (unworn),2010-Current,Ready to ship in 3-5 days
,Black,,"$325,900",,"United States, California, Newport Beach",Pink gold,Manual winding,26223OR.OO.D099CR.01,,Audemars Piguet,,,Men's watch/Unisex,Leather,Pink gold,44 mm,,http://www.chrono24.com/audemarspiguet/26223orood099cr01-royal-oak-concept-tourbillon-chronograph-44mm-openworked-rose-gold-leather-2017--id5126113.htm,26223OR,,0 (unworn),2010-Current,Ready to ship in 3-5 days
With papers,,,"$318,699",Arabic numerals,"United States, California, Newport Beach",,Automatic,26215OR.ZZ.1239OR.01,,Audemars Piguet,,,Men's watch/Unisex,Pink Gold,Pink gold,48 mm,Gold,http://www.chrono24.com/audemarspiguet/26215orzz1239or01-royal-oak-offshore-chronograph-48mm-diamond-pave-arabic-rose-gold-diamond-set-2016--id4176592.htm,26215OR,,0 (unworn),2010-Current,Ready to ship in 3-5 days
With papers,Silver,,"$29,999 [Negotiable]",Roman numerals,"United States, New York, Greenvale",Pink gold,Automatic,,2 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Leather,Pink gold,47 x 42 mm,Brown,http://www.chrono24.com/audemarspiguet/millenary-chronograph-18k-solid-rose-gold--id3112084.htm,Self Winding Automatic Chronometer Movement,Pink Gold,0 (unworn),,Available now
With papers,,,"$11,800",,"United States, California, Beverly Hills",,Quartz,66928BA.ZZ.1039BA.01,,Audemars Piguet,,,,,,23 x 26 mm,,http://www.chrono24.com/audemarspiguet/66928bazz1039ba01--id2258717.htm,,,1 (mint),,Available now
,,,"$17,500",,"United States, California, Beverly Hills",,Automatic,,,Audemars Piguet,,,Men's watch/Unisex,,Platinum,,,http://www.chrono24.com/audemarspiguet/vintage-platinum-quantieme-perpetual-calendar-automatic-watc--id4903262.htm,,,1 (mint),,Available now
With papers,Silver,,"$45,999 [Negotiable]",No numerals,"United States, New York, Greenvale",Pink gold,Automatic,26320OR.OO.1220OR.02,5 ATM,Audemars Piguet,Sapphire Glass,Double-fold clasp,Men's watch/Unisex,Pink Gold,Pink gold,41 mm,Gold,http://www.chrono24.com/audemarspiguet/royal-oak-chronograph-18k-solid-rose-gold--id4045841.htm,Self Winding Automatic Movement,Pink Gold,0 (unworn),,Available now
,Black,,"$23,999 [Negotiable]",Arabic numerals,"United States, New York, Greenvale",Carbon,Automatic,26062FS.OO.A002C,10 ATM,Audemars Piguet,Sapphire Glass,Buckle,Men's watch/Unisex,Rubber,Carbon,44 mm,Black,http://www.chrono24.com/audemarspiguet/alinghi-team-royal-oak-offshore-carbon--id3645073.htm,Self Winding Automatic Movement,Titanium,1 (mint),,Available now
With papers,Silver,,"$27,275",,"United States, California, Newport Beach",,Automatic,26320OR.OO.D088CR.01,5 ATM,Audemars Piguet,Sapphire Glass,,,Crocodile skin,Pink gold,41 mm,,http://www.chrono24.com/audemarspiguet/royal-oak-chronograph-26320orood088cr01-pre-owned--id5223557.htm,,,1 (mint),,Available now
,,,"$85,000",,"United States, California, Beverly Hills",,Quartz,68018BC.ZZ.A001CU.01,,Audemars Piguet,,,,,,,,http://www.chrono24.com/audemarspiguet/68018bczza001cu01--id4240382.htm,,,1 (mint),,Available now
With papers,Brown,,"$47,500",,"United States, California, Newport Beach",,Automatic,77302BA.ZZ.D094CR.01,2 ATM,Audemars Piguet,Sapphire Glass,,Ladies' watch,Crocodile skin,Yellow gold,36 x 40 mm,,http://www.chrono24.com/audemarspiguet/millenary-77302bazzd094cr01--id4896647.htm,,,0 (unworn),,Available now
With papers,Silver,,"$37,999 [Negotiable]",No numerals,"United States, New York, Greenvale",Pink gold,Automatic,26048OK.ZZ.D010CA.01,5 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Ladies' watch,Rubber,Pink gold,37 x 48 mm,White,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-lady-18k-rose-gold-diamonds--id3438549.htm,Self Winding Automatic Chronometer Movement,Pink Gold,0 (unworn),,Available now
With papers,White,,"$1,197 [Negotiable]",,"United States, New York, Massapequa Park",Yellow gold,Quartz,,,Audemars Piguet,Sapphire Glass,,Men's watch/Unisex,Leather,Yellow gold,21.00 mm,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-18k-yellow-gold-white-21mm-leather-watch--id5649789.htm,Quartz,,2 (fine),,Available now
With papers,,,"$95,000 [Negotiable]",,"United States, Florida, Miami",,Automatic,25952BC.ZZ.D001CR.01,,Audemars Piguet,,,Men's watch/Unisex,Leather,White gold,49 x 29 mm,Black,http://www.chrono24.com/audemarspiguet/edward-piguet--id4747728.htm,2385,,0 (unworn),,Available now
,Orange,,"$26,099",No numerals,"United States, California, Newport Beach",Steel,Automatic,26703ST.OO.A070CA.01,,Audemars Piguet,,,Men's watch/Unisex,Rubber,Steel,42 mm,,http://www.chrono24.com/audemarspiguet/26703stooa070ca01-royal-oak-offshore-diver-chronograph-42mm-orange-index-stainless-steel-rubber-2017--id4777876.htm,26703ST,,0 (unworn),2010-Current,Available now
With papers,Mother of pearl,,"$23,325",Roman numerals,"United States, New York, New York",,Manual winding,77247OR.ZZ.A812CR.01,2 ATM,Audemars Piguet,Sapphire Glass,Buckle,Ladies' watch,Crocodile skin,Pink gold,40 x 36 mm,Brown,http://www.chrono24.com/audemarspiguet/millenary-ladies-hand-wound-18k-rose-gold-diamonds-40mm-ref-77247orzza812cr01--id3962036.htm,5201,Pink Gold,0 (unworn),,Available now
With papers,Mother of pearl,,"$11,750",,"United States, California, Beverly Hills",,Quartz,66665BA.SS.A002CR.01,,Audemars Piguet,,,,,,25 mm,,http://www.chrono24.com/audemarspiguet/66665bassa002cr01--id5687375.htm,,,0 (unworn),,Available now
,Black,,"$12,395",Arabic numerals,"United States, New York, Jamaica",,Automatic,25940SK.OO.D002CA.01.A,,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Steel,42 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-rubberclad-25940skood002ca01a--mint--id5488422.htm,,Steel,1 (mint),,Available now
,Black,,"$59,000",,"United States, California, Beverly Hills",,Quartz,67493BC.ZZ.A002MR.01,,Audemars Piguet,,,,,,30 mm,,http://www.chrono24.com/audemarspiguet/67493bczza002mr01--id2898224.htm,,,1 (mint),,Available now
With papers,Silver,,"$19,570",,"United States, California, Newport Beach",,Quartz,67651OR.ZZ.D010CA.01,5 ATM,Audemars Piguet,Sapphire Glass,,Ladies' watch,Rubber,Pink gold,33 mm,,http://www.chrono24.com/audemarspiguet/royal-oak-lady-quartz-67651orzzd010ca01--id4399031.htm,,,0 (unworn),,Available now
